JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
IT Support,"Chemarome CO., LTD.",2/18/2022,300,0,Thương lượng,"Mcsa,Mcse,Photoshop,PHP,It Support;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Software Developer,Atlas Industries (Vietnam) Limited,3/1/2022,1000,1500,Thương lượng,"JavaScript,ASP.NET,Web API,Web Services,IT Engineering;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Chuyên Viên Nghiên Cứu Giải Pháp,Trung Tâm Nghiên Cứu Và Phát Triển Mobifone - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone,3/1/2022,500,1500,Thương lượng,"Công Nghệ Thông Tin,Kỹ Sư Điện Điện Từ,Điện Tử Viễn Thông,DevOps,Software Solution Architecture;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Online Customer Success Specialist (Local Afternoon Shift),Seal Commerce,3/1/2022,450,650,$450 - $650,"English,Customer Support,Customer Service,E Commerce,Chăm Sóc Khách Hàng;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Sales Manager (Software Outsourcing),"Tek Experts Co., Ltd",3/1/2022,500,3000,Thương lượng,"Software Solutions,Business Development,Account Management,Salesforce;",Hà Nội,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
Sales Manager (B2B Cloud Solution),Asia Plus Inc. (Q&me),3/1/2022,900,1200,$900 - $1200,"Account Management,Lead Generation,Saas;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Chuyên Viên Tuyển Dụng (IT Recruiter),Lotus Soft,2/15/2022,700,1000,Thương lượng,"Recruitment,Tuyển Dụng,IT Recruitment,Recruiting Talents,Tuyển Dụng Nhân Sự;","Hồ Chí Minh,Quốc tế",toàn thời gian,Nhân viên,,Bất kỳ
Chuyên Viên Phần Mềm,Công Ty Cổ Phần Chứng Khoán Thành Công,3/1/2022,500,1000,Thương lượng,"Phần Mềm,IT Phần Mềm,IT Software,IT Software Development,.NET;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Chuyên Viên Quản Trị Báo Cáo Thống Kê,Công Ty Tài Chính Cổ Phần Điện Lực,3/1/2022,500,1000,Thương lượng,"MIS,Business Intelligence,Báo Cáo Thống Kê,Quản Trị Dữ Liệu,Phân Tích Dữ Liệu;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Product Manager,Manabie Vietnam,2/28/2022,1000,3000,Thương lượng,"Product Management,Agile,Data-Driven,Presentation Skill,Communication;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
IT Officer,Sinopac BANK - Ho Chi Minh City Branch,2/7/2022,500,1000,Thương lượng,"Windows Server,SQL Server,WAN;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Product Owner,"Schaeffler Vietnam Co, Ltd",2/28/2022,1000,1500,Thương lượng,"Java,Network Administration,IT Operations,IT Software;","Hồ Chí Minh,Biên Hòa",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Full Stack Java Software Engineer - Up to 2000$,Megazone Cloud,2/7/2022,500,1500,Thương lượng,"Java,Restful,Java Webservice,Full Stack Development,SQL;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
"Trợ Lý Giám Đốc Mảng Phân Tích Dữ Liệu (Upto 20 Triệu/tháng, Sinh Năm 90-97)",Công Ty Cổ Phần Bền - Ben Computer,2/7/2022,750,1000,$750 - $1000,"Power BI Microsoft,Data Studio,Excel,Business Intelligence,Data Analyst;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Việt
PHP/ Magento Developer - Salary Up to 3000$,SmartOSC,2/28/2022,500,3000,Thương lượng,"Magento,Software Design Patterns,Laravel,MVC Pattern;","Hà Nội,Hồ Chí Minh,Đà Nẵng",toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Salesforce Developer (BackEnd),"Neos Vietnam International Co., Ltd",2/28/2022,1000,2500,$1000 - $2500,"Salesforce,Lập Trình Web,PHP,Java,Backend;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"IT Talent Acquisition Leader - Lương Upto 1,200$",MISA Jointstock Company,2/28/2022,1000,1200,$1000 - $1200,"IT Talent Acquisition,Employer Branding,IT Recruitment,Nghiệp Vụ Tuyển Dụng,Recruitment Planning;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
(Tiếng Trung) Kỹ Sư Hệ Thống (AP) (Thu Nhập Xứng Tầm) - Làm Việc Tại Hà Nam,Wistron Neweb CORPORATION (WNC),2/28/2022,500,500,Thương lượng,"ERP,C#,SQL,ASP.NET,JavaScript;","Hà Nam,Hà Nội,Bắc Ninh",toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Cán Bộ Nghiệp Vụ Cấu Phần Tiện Ích Khác,Ngân Hàng TMCP Đầu Tư Và Phát Triển Việt Nam,2/28/2022,300,300,Thương lượng,"Ngân Hàng,Tài Chính;",Hà Nội,toàn thời gian,Nhân viên,"20,000-49,999 Nhân viên",Bất kỳ
Vị Trí Cán Bộ Nghiệp Vụ Cấu Phần Quản Lý Khoản Phải Thu/phải Trả,Ngân Hàng TMCP Đầu Tư Và Phát Triển Việt Nam,2/28/2022,300,300,Thương lượng,"Ngân Hàng,Tài Chính;",Hà Nội,toàn thời gian,Nhân viên,"20,000-49,999 Nhân viên",Bất kỳ
